 ***NOTE***: Collecting stats for next round (10 sec)
CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:63               0               0               0               0               0               0 

Summed:        1935045               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00               0               0               0               0               0               0 
CPU:01               0               0               0               0               0               0 
CPU:02           30847               0               0               0               0               0 
CPU:03           30747               0               0               0               0               0 
CPU:04           30075               0               0               0               0               0 
CPU:05           59102               0               0               0               0               0 
CPU:06           30519               0               0               0               0               0 
CPU:07           62638               0               0               0               0               0 
CPU:08           31097               0               0               0               0               0 
CPU:09           30136               0               0               0               0               0 
CPU:10           30251               0               0               0               0               0 
CPU:11           61203               0               0               0               0               0 
CPU:12           31413               0               0               0               0               0 
CPU:13           60010               0               0               0               0               0 
CPU:14           30427               0               0               0               0               0 
CPU:15           31517               0               0               0               0               0 
CPU:16           29240               0               0               0               0               0 
CPU:17           30168               0               0               0               0               0 
CPU:18           28934               0               0               0               0               0 
CPU:19               0               0               0               0               0               0 
CPU:20           31206               0               0               0               0               0 
CPU:21           59639               0               0               0               0               0 
CPU:22           29235               0               0               0               0               0 
CPU:23           30249               0               0               0               0               0 
CPU:24           29280               0               0               0               0               0 
CPU:25           30230               0               0               0               0               0 
CPU:26           30632               0               0               0               0               0 
CPU:27               6               0               0               0               0               0 
CPU:28           59895               0               0               0               0               0 
CPU:29           30891               0               0               0               0               0 
CPU:30           30496               0               0               0               0               0 
CPU:31           31046               0               0               0               0               0 
CPU:32           29555               0               0               0               0               0 
CPU:33           30207               0               0               0               0               0 
CPU:34           31326               0               0               0               0               0 
CPU:35               0               0               0               0               0               0 
CPU:36           60450               0               0               0               0               0 
CPU:37           30388               0               0               0               0               0 
CPU:38           60002               0               0               0               0               0 
CPU:39               0               0               0               0               0               0 
CPU:40               0               0               0               0               0               0 
CPU:41           30749               0               0               0               0               0 
CPU:42           30696               0               0               0               0               0 
CPU:43           29777               0               0               0               0               0 
CPU:44           31681               0               0               0               0               0 
CPU:45               0               0               0               0               0               0 
CPU:46           57445               0               0               0               0               0 
CPU:47               0               0               0               0               0               0 
CPU:48           30562               0               0               0               0               0 
CPU:49           30558               0               0               0               0               0 
CPU:50           28588               0               0               0               0               0 
CPU:51           30388               0               0               0               0               0 
CPU:52           31316               0               0               0               0               0 
CPU:53               0               0               0               0               0               0 
CPU:54           30762               0               0               0               0               0 
CPU:55               0               0               0               0               0               0 
CPU:56           60292               0               0               0               0               0 
CPU:57           28036               0               0               0               0               0 
CPU:58           61132               0               0               0               0               0 
CPU:59           31323               0               0               0               0               0 
CPU:60           31160               0               0               0               0               0 
CPU:61           28660               0               0               0               0               0 
CPU:62           59598               0               0               0               0               0 
CPU:63               0               0               0               0               0               0 

Summed:        1935775               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00               0               0               0               0               0               0 
CPU:01               0               0               0               0               0               0 
CPU:02           31828               0               0               0               0               0 
CPU:03           30638               0               0               0               0               0 
CPU:04           30254               0               0               0               0               0 
CPU:05           61183               0               0               0               0               0 
CPU:06           30354               0               0               0               0               0 
CPU:07           61885               0               0               0               0               0 
CPU:08           31311               0               0               0               0               0 
CPU:09           29526               0               0               0               0               0 
CPU:10           29907               0               0               0               0               0 
CPU:11           60418               0               0               0               0               0 
CPU:12           29455               0               0               0               0               0 
CPU:13           59913               0               0               0               0               0 
CPU:14           29974               0               0               0               0               0 
CPU:15           31241               0               0               0               0               0 
CPU:16           29546               0               0               0               0               0 
CPU:17           30357               0               0               0               0               0 
CPU:18           29482               0               0               0               0               0 
CPU:19               0               0               0               0               0               0 
CPU:20           30308               0               0               0               0               0 
CPU:21           61104               0               0               0               0               0 
CPU:22           29727               0               0               0               0               0 
CPU:23           29349               0               0               0               0               0 
CPU:24           30985               0               0               0               0               0 
CPU:25           28880               0               0               0               0               0 
CPU:26           31937               0               0               0               0               0 
CPU:27               7               0               0               0               0               0 
CPU:28           58136               0               0               0               0               0 
CPU:29           31537               0               0               0               0               0 
CPU:30           30350               0               0               0               0               0 
CPU:31           30630               0               0               0               0               0 
CPU:32           30753               0               0               0               0               0 
CPU:33           30507               0               0               0               0               0 
CPU:34           31142               0               0               0               0               0 
CPU:35               0               0               0               0               0               0 
CPU:36           60635               0               0               0               0               0 
CPU:37           29994               0               0               0               0               0 
CPU:38           59520               0               0               0               0               0 
CPU:39               0               0               0               0               0               0 
CPU:40               0               0               0               0               0               0 
CPU:41           30765               0               0               0               0               0 
CPU:42           29897               0               0               0               0               0 
CPU:43           29442               0               0               0               0               0 
CPU:44           30663               0               0               0               0               0 
CPU:45               0               0               0               0               0               0 
CPU:46           56470               0               0               0               0               0 
CPU:47               0               0               0               0               0               0 
CPU:48           31276               0               0               0               0               0 
CPU:49           31596               0               0               0               0               0 
CPU:50           29194               0               0               0               0               0 
CPU:51           29055               0               0               0               0               0 
CPU:52           30918               0               0               0               0               0 
CPU:53               0               0               0               0               0               0 
CPU:54           31020               0               0               0               0               0 
CPU:55               0               0               0               0               0               0 
CPU:56           59355               0               0               0               0               0 
CPU:57           28395               0               0               0               0               0 
CPU:58           61058               0               0               0               0               0 
CPU:59           30218               0               0               0               0               0 
CPU:60           32187               0               0               0               0               0 
CPU:61           31077               0               0               0               0               0 
CPU:62           60565               0               0               0               0               0 
CPU:63               0               0               0               0               0               0 

Summed:        1935926               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00               0               0               0               0               0               0 
CPU:01               0               0               0               0               0               0 
CPU:02           31092               0               0               0               0               0 
CPU:03           32293               0               0               0               0               0 
CPU:04           29733               0               0               0               0               0 
CPU:05           59371               0               0               0               0               0 
CPU:06           29352               0               0               0               0               0 
CPU:07           60385               0               0               0               0               0 
CPU:08           31308               0               0               0               0               0 
CPU:09           29692               0               0               0               0               0 
CPU:10           30135               0               0               0               0               0 
CPU:11           58581               0               0               0               0               0 
CPU:12           29803               0               0               0               0               0 
CPU:13           62536               0               0               0               0               0 
CPU:14           29986               0               0               0               0               0 
CPU:15           30772               0               0               0               0               0 
CPU:16           29727               0               0               0               0               0 
CPU:17           30296               0               0               0               0               0 
CPU:18           30173               0               0               0               0               0 
CPU:19               0               0               0               0               0               0 
CPU:20           29320               0               0               0               0               0 
CPU:21           60204               0               0               0               0               0 
CPU:22           29639               0               0               0               0               0 
CPU:23           30789               0               0               0               0               0 
CPU:24           31282               0               0               0               0               0 
CPU:25           29872               0               0               0               0               0 
CPU:26           29825               0               0               0               0               0 
CPU:27               5               0               0               0               0               0 
CPU:28           58715               0               0               0               0               0 
CPU:29           30318               0               0               0               0               0 
CPU:30           31674               0               0               0               0               0 
CPU:31           30761               0               0               0               0               0 
CPU:32           29621               0               0               0               0               0 
CPU:33           30955               0               0               0               0               0 
CPU:34           30494               0               0               0               0               0 
CPU:35               0               0               0               0               0               0 
CPU:36           60834               0               0               0               0               0 
CPU:37           30606               0               0               0               0               0 
CPU:38           58766               0               0               0               0               0 
CPU:39               0               0               0               0               0               0 
CPU:40               0               0               0               0               0               0 
CPU:41           30115               0               0               0               0               0 
CPU:42           28936               0               0               0               0               0 
CPU:43           30664               0               0               0               0               0 
CPU:44           31719               0               0               0               0               0 
CPU:45               0               0               0               0               0               0 
CPU:46           58012               0               0               0               0               0 
CPU:47               0               0               0               0               0               0 
CPU:48           30982               0               0               0               0               0 
CPU:49           31586               0               0               0               0               0 
CPU:50           30428               0               0               0               0               0 
CPU:51           29125               0               0               0               0               0 
CPU:52           32013               0               0               0               0               0 
CPU:53               0               0               0               0               0               0 
CPU:54           30675               0               0               0               0               0 
CPU:55               0               0               0               0               0               0 
CPU:56           60138               0               0               0               0               0 
CPU:57           29313               0               0               0               0               0 
CPU:58           59998               0               0               0               0               0 
CPU:59           30111               0               0               0               0               0 
CPU:60           31959               0               0               0               0               0 
CPU:61           31114               0               0               0               0               0 
CPU:62           60158               0               0               0               0               0 
CPU:63               0               0               0               0               0               0 

Summed:        1935961               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00               0               0               0               0               0               0 
CPU:01               0               0               0               0               0               0 
CPU:02           29569               0               0               0               0               0 
CPU:03           30929               0               0               0               0               0 
CPU:04           31347               0               0               0               0               0 
CPU:05           59288               0               0               0               0               0 
CPU:06           29970               0               0               0               0               0 
CPU:07           58550               0               0               0               0               0 
CPU:08           30571               0               0               0               0               0 
CPU:09           29190               0               0               0               0               0 
CPU:10           31213               0               0               0               0               0 
CPU:11           57753               0               0               0               0               0 
CPU:12           31602               0               0               0               0               0 
CPU:13           60745               0               0               0               0               0 
CPU:14           29737               0               0               0               0               0 
CPU:15           31398               0               0               0               0               0 
CPU:16           30158               0               0               0               0               0 
CPU:17           31363               0               0               0               0               0 
CPU:18           29868               0               0               0               0               0 
CPU:19               0               0               0               0               0               0 
CPU:20           28985               0               0               0               0               0 
CPU:21           54896               0               0               0               0               0 
CPU:22           30408               0               0               0               0               0 
CPU:23           31150               0               0               0               0               0 
CPU:24           31030               0               0               0               0               0 
CPU:25           30479               0               0               0               0               0 
CPU:26           31168               0               0               0               0               0 
CPU:27            6420               0               0               0               0               0 
CPU:28           60761               0               0               0               0               0 
CPU:29           28880               0               0               0               0               0 
CPU:30           31475               0               0               0               0               0 
CPU:31           30295               0               0               0               0               0 
CPU:32           28733               0               0               0               0               0 
CPU:33           30082               0               0               0               0               0 
CPU:34           30205               0               0               0               0               0 
CPU:35               0               0               0               0               0               0 
CPU:36           62257               0               0               0               0               0 
CPU:37           32127               0               0               0               0               0 
CPU:38           58646               0               0               0               0               0 
CPU:39               0               0               0               0               0               0 
CPU:40               0               0               0               0               0               0 
CPU:41           30817               0               0               0               0               0 
CPU:42           29367               0               0               0               0               0 
CPU:43           29143               0               0               0               0               0 
CPU:44           30836               0               0               0               0               0 
CPU:45               0               0               0               0               0               0 
CPU:46           60584               0               0               0               0               0 
CPU:47               0               0               0               0               0               0 
CPU:48           29934               0               0               0               0               0 
CPU:49           31009               0               0               0               0               0 
CPU:50           29919               0               0               0               0               0 
CPU:51           30284               0               0               0               0               0 
CPU:52           33028               0               0               0               0               0 
CPU:53               0               0               0               0               0               0 
CPU:54           29960               0               0               0               0               0 
CPU:55               0               0               0               0               0               0 
CPU:56           59659               0               0               0               0               0 
CPU:57           29964               0               0               0               0               0 
CPU:58           59902               0               0               0               0               0 
CPU:59           30253               0               0               0               0               0 
CPU:60           30567               0               0               0               0               0 
CPU:61           29360               0               0               0               0               0 
CPU:62           59426               0               0               0               0               0 
CPU:63               1               0               0               0               0               0 

Summed:        1935261               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00               0               0               0               0               0               0 
CPU:01               0               0               0               0               0               0 
CPU:02           29620               0               0               0               0               0 
CPU:03           30304               0               0               0               0               0 
CPU:04           30961               0               0               0               0               0 
CPU:05           60144               0               0               0               0               0 
CPU:06           30266               0               0               0               0               0 
CPU:07           59056               0               0               0               0               0 
CPU:08           30892               0               0               0               0               0 
CPU:09           29186               0               0               0               0               0 
CPU:10           30025               0               0               0               0               0 
CPU:11           59291               0               0               0               0               0 
CPU:12           30658               0               0               0               0               0 
CPU:13           59703               0               0               0               0               0 
CPU:14           30400               0               0               0               0               0 
CPU:15           30485               0               0               0               0               0 
CPU:16           31046               0               0               0               0               0 
CPU:17           31874               0               0               0               0               0 
CPU:18           30058               0               0               0               0               0 
CPU:19               0               0               0               0               0               0 
CPU:20           27949               0               0               0               0               0 
CPU:21           30972               0               0               0               0               0 
CPU:22           29650               0               0               0               0               0 
CPU:23           30791               0               0               0               0               0 
CPU:24           31695               0               0               0               0               0 
CPU:25           31043               0               0               0               0               0 
CPU:26           30261               0               0               0               0               0 
CPU:27           31863               0               0               0               0               0 
CPU:28           63342               0               0               0               0               0 
CPU:29           28929               0               0               0               0               0 
CPU:30           31335               0               0               0               0               0 
CPU:31           29113               0               0               0               0               0 
CPU:32           28617               0               0               0               0               0 
CPU:33           29384               0               0               0               0               0 
CPU:34           30614               0               0               0               0               0 
CPU:35               0               0               0               0               0               0 
