 ***NOTE***: Collecting stats for next round (10 sec)
CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00           30873               0               0               0               0               0 
CPU:01           29340               0               0               0               0               0 
CPU:02           30289               0               0               0               0               0 
CPU:03               0               0               0               0               0               0 
CPU:04           31369               0               0               0               0               0 
CPU:05           29966               0               0               0               0               0 
CPU:06           30016               0               0               0               0               0 
CPU:07           30726               0               0               0               0               0 
CPU:08               0               0               0               0               0               0 
CPU:09           29564               0               0               0               0               0 
CPU:10           30882               0               0               0               0               0 
CPU:11           30416               0               0               0               0               0 
CPU:12           29916               0               0               0               0               0 
CPU:13           29993               0               0               0               0               0 
CPU:14           30369               0               0               0               0               0 
CPU:15           29485               0               0               0               0               0 
CPU:16           29520               0               0               0               0               0 
CPU:17               0               0               0               0               0               0 
CPU:18           30151               0               0               0               0               0 
CPU:19           30463               0               0               0               0               0 
CPU:20           30300               0               0               0               0               0 
CPU:21           30980               0               0               0               0               0 
CPU:22           29798               0               0               0               0               0 
CPU:23           29259               0               0               0               0               0 
CPU:24           61398               0               0               0               0               0 
CPU:25           30063               0               0               0               0               0 
CPU:26           59076               0               0               0               0               0 
CPU:27           29364               0               0               0               0               0 
CPU:28           30246               0               0               0               0               0 
CPU:29           29667               0               0               0               0               0 
CPU:30           28930               0               0               0               0               0 
CPU:31           29967               0               0               0               0               0 
CPU:32               0               0               0               0               0               0 
CPU:33           30181               0               0               0               0               0 
CPU:34           29293               0               0               0               0               0 
CPU:35           30120               0               0               0               0               0 
CPU:36           29871               0               0               0               0               0 
CPU:37               6               0               0               0               0               0 
CPU:38           29244               0               0               0               0               0 
CPU:39           29752               0               0               0               0               0 
CPU:40           29979               0               0               0               0               0 
CPU:41           63602               0               0               0               0               0 
CPU:42           29999               0               0               0               0               0 
CPU:43           30726               0               0               0               0               0 
CPU:44           29420               0               0               0               0               0 
CPU:45           29467               0               0               0               0               0 
CPU:46               0               0               0               0               0               0 
CPU:47           29501               0               0               0               0               0 
CPU:48           30266               0               0               0               0               0 
CPU:49           32980               0               0               0               0               0 
CPU:50           60030               0               0               0               0               0 
CPU:51           31707               0               0               0               0               0 
CPU:52           31682               0               0               0               0               0 
CPU:53           62017               0               0               0               0               0 
CPU:54           28950               0               0               0               0               0 
CPU:55           30423               0               0               0               0               0 
CPU:56           28996               0               0               0               0               0 
CPU:57           30218               0               0               0               0               0 
CPU:58           32124               0               0               0               0               0 
CPU:59           31466               0               0               0               0               0 
CPU:60           61826               0               0               0               0               0 
CPU:61           31055               0               0               0               0               0 
CPU:62           27371               0               0               0               0               0 
CPU:63           31718               0               0               0               0               0 

Summed:        1936380               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00           30176               0               0               0               0               0 
CPU:01           28854               0               0               0               0               0 
CPU:02           30710               0               0               0               0               0 
CPU:03               0               0               0               0               0               0 
CPU:04           31923               0               0               0               0               0 
CPU:05           29694               0               0               0               0               0 
CPU:06           31689               0               0               0               0               0 
CPU:07           30511               0               0               0               0               0 
CPU:08               1               0               0               0               0               0 
CPU:09           29119               0               0               0               0               0 
CPU:10           30459               0               0               0               0               0 
CPU:11           30777               0               0               0               0               0 
CPU:12           30299               0               0               0               0               0 
CPU:13           30972               0               0               0               0               0 
CPU:14           31380               0               0               0               0               0 
CPU:15           29424               0               0               0               0               0 
CPU:16           29604               0               0               0               0               0 
CPU:17               0               0               0               0               0               0 
CPU:18           30058               0               0               0               0               0 
CPU:19           31144               0               0               0               0               0 
CPU:20           29739               0               0               0               0               0 
CPU:21           32134               0               0               0               0               0 
CPU:22           29749               0               0               0               0               0 
CPU:23           30474               0               0               0               0               0 
CPU:24           60977               0               0               0               0               0 
CPU:25           30303               0               0               0               0               0 
CPU:26           55562               0               0               0               0               0 
CPU:27           30056               0               0               0               0               0 
CPU:28           31813               0               0               0               0               0 
CPU:29           30900               0               0               0               0               0 
CPU:30           28638               0               0               0               0               0 
CPU:31           30823               0               0               0               0               0 
CPU:32            4525               0               0               0               0               0 
CPU:33           29116               0               0               0               0               0 
CPU:34           29528               0               0               0               0               0 
CPU:35           28826               0               0               0               0               0 
CPU:36           29495               0               0               0               0               0 
CPU:37               7               0               0               0               0               0 
CPU:38           30279               0               0               0               0               0 
CPU:39           28567               0               0               0               0               0 
CPU:40           32268               0               0               0               0               0 
CPU:41           62048               0               0               0               0               0 
CPU:42           30564               0               0               0               0               0 
CPU:43           30423               0               0               0               0               0 
CPU:44           29045               0               0               0               0               0 
CPU:45           29406               0               0               0               0               0 
CPU:46               0               0               0               0               0               0 
CPU:47           28689               0               0               0               0               0 
CPU:48           30798               0               0               0               0               0 
CPU:49           31058               0               0               0               0               0 
CPU:50           61079               0               0               0               0               0 
CPU:51           32176               0               0               0               0               0 
CPU:52           29801               0               0               0               0               0 
CPU:53           60087               0               0               0               0               0 
CPU:54           28876               0               0               0               0               0 
CPU:55           30126               0               0               0               0               0 
CPU:56           29109               0               0               0               0               0 
CPU:57           30968               0               0               0               0               0 
CPU:58           32046               0               0               0               0               0 
CPU:59           29548               0               0               0               0               0 
CPU:60           60413               0               0               0               0               0 
CPU:61           29561               0               0               0               0               0 
CPU:62           28754               0               0               0               0               0 
CPU:63           31255               0               0               0               0               0 

Summed:        1936406               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00           30279               0               0               0               0               0 
CPU:01           29761               0               0               0               0               0 
CPU:02           30196               0               0               0               0               0 
CPU:03               0               0               0               0               0               0 
CPU:04           31365               0               0               0               0               0 
CPU:05           30779               0               0               0               0               0 
CPU:06           31311               0               0               0               0               0 
CPU:07           30612               0               0               0               0               0 
CPU:08               0               0               0               0               0               0 
CPU:09           30081               0               0               0               0               0 
CPU:10           29379               0               0               0               0               0 
CPU:11           30680               0               0               0               0               0 
CPU:12           30769               0               0               0               0               0 
CPU:13           29810               0               0               0               0               0 
CPU:14           30441               0               0               0               0               0 
CPU:15           31060               0               0               0               0               0 
CPU:16           30142               0               0               0               0               0 
CPU:17               0               0               0               0               0               0 
CPU:18           31061               0               0               0               0               0 
CPU:19           31354               0               0               0               0               0 
CPU:20           30747               0               0               0               0               0 
CPU:21           30990               0               0               0               0               0 
CPU:22           29608               0               0               0               0               0 
CPU:23           31711               0               0               0               0               0 
CPU:24           63657               0               0               0               0               0 
CPU:25           29388               0               0               0               0               0 
CPU:26           28963               0               0               0               0               0 
CPU:27           30954               0               0               0               0               0 
CPU:28           32574               0               0               0               0               0 
CPU:29           30825               0               0               0               0               0 
CPU:30           28678               0               0               0               0               0 
CPU:31           30356               0               0               0               0               0 
CPU:32           30441               0               0               0               0               0 
CPU:33           27999               0               0               0               0               0 
CPU:34           29898               0               0               0               0               0 
CPU:35           28745               0               0               0               0               0 
CPU:36           30323               0               0               0               0               0 
CPU:37               6               0               0               0               0               0 
CPU:38           31734               0               0               0               0               0 
CPU:39           29076               0               0               0               0               0 
CPU:40           31434               0               0               0               0               0 
CPU:41           60127               0               0               0               0               0 
CPU:42           31205               0               0               0               0               0 
CPU:43           28978               0               0               0               0               0 
CPU:44           29706               0               0               0               0               0 
CPU:45           29261               0               0               0               0               0 
CPU:46               0               0               0               0               0               0 
CPU:47           28945               0               0               0               0               0 
CPU:48           29625               0               0               0               0               0 
CPU:49           29585               0               0               0               0               0 
CPU:50           61268               0               0               0               0               0 
CPU:51           29589               0               0               0               0               0 
CPU:52           29841               0               0               0               0               0 
CPU:53           59497               0               0               0               0               0 
CPU:54           30440               0               0               0               0               0 
CPU:55           30337               0               0               0               0               0 
CPU:56           28193               0               0               0               0               0 
CPU:57           31393               0               0               0               0               0 
CPU:58           30876               0               0               0               0               0 
CPU:59           29307               0               0               0               0               0 
CPU:60           59805               0               0               0               0               0 
CPU:61           29852               0               0               0               0               0 
CPU:62           29922               0               0               0               0               0 
CPU:63           31373               0               0               0               0               0 

Summed:        1936314               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00           29448               0               0               0               0               0 
CPU:01           30084               0               0               0               0               0 
CPU:02           30669               0               0               0               0               0 
CPU:03               0               0               0               0               0               0 
CPU:04           32235               0               0               0               0               0 
CPU:05           29494               0               0               0               0               0 
CPU:06           32025               0               0               0               0               0 
CPU:07           31253               0               0               0               0               0 
CPU:08               0               0               0               0               0               0 
CPU:09           30101               0               0               0               0               0 
CPU:10           30091               0               0               0               0               0 
CPU:11           30976               0               0               0               0               0 
CPU:12           30428               0               0               0               0               0 
CPU:13           30062               0               0               0               0               0 
CPU:14           30645               0               0               0               0               0 
CPU:15           30061               0               0               0               0               0 
CPU:16           29996               0               0               0               0               0 
CPU:17               0               0               0               0               0               0 
CPU:18           30507               0               0               0               0               0 
CPU:19           31507               0               0               0               0               0 
CPU:20           30387               0               0               0               0               0 
CPU:21           29959               0               0               0               0               0 
CPU:22           30397               0               0               0               0               0 
CPU:23           30112               0               0               0               0               0 
CPU:24           63255               0               0               0               0               0 
CPU:25           30173               0               0               0               0               0 
CPU:26           29552               0               0               0               0               0 
CPU:27           31467               0               0               0               0               0 
CPU:28           31546               0               0               0               0               0 
CPU:29           31001               0               0               0               0               0 
CPU:30           28830               0               0               0               0               0 
CPU:31           30872               0               0               0               0               0 
CPU:32           29160               0               0               0               0               0 
CPU:33           29494               0               0               0               0               0 
CPU:34           29004               0               0               0               0               0 
CPU:35           28961               0               0               0               0               0 
CPU:36           29463               0               0               0               0               0 
CPU:37               6               0               0               0               0               0 
CPU:38           31502               0               0               0               0               0 
CPU:39           29369               0               0               0               0               0 
CPU:40           29752               0               0               0               0               0 
CPU:41           60341               0               0               0               0               0 
CPU:42           29919               0               0               0               0               0 
CPU:43           28792               0               0               0               0               0 
CPU:44           30275               0               0               0               0               0 
CPU:45           29651               0               0               0               0               0 
CPU:46               0               0               0               0               0               0 
CPU:47           30356               0               0               0               0               0 
CPU:48           29732               0               0               0               0               0 
CPU:49           29738               0               0               0               0               0 
CPU:50           62063               0               0               0               0               0 
CPU:51           28714               0               0               0               0               0 
CPU:52           31765               0               0               0               0               0 
CPU:53           60659               0               0               0               0               0 
CPU:54           31871               0               0               0               0               0 
CPU:55           30188               0               0               0               0               0 
CPU:56           29695               0               0               0               0               0 
CPU:57           30301               0               0               0               0               0 
CPU:58           31178               0               0               0               0               0 
CPU:59           29670               0               0               0               0               0 
CPU:60           58893               0               0               0               0               0 
CPU:61           28850               0               0               0               0               0 
CPU:62           30136               0               0               0               0               0 
CPU:63           29752               0               0               0               0               0 

Summed:        1936379               0               0               0               0               0 

CPU          total/sec     dropped/sec    squeezed/sec   collision/sec      rx_rps/sec  flow_limit/sec 
CPU:00           28615               0               0               0               0               0 
CPU:01           30990               0               0               0               0               0 
CPU:02           30285               0               0               0               0               0 
CPU:03               0               0               0               0               0               0 
CPU:04           31567               0               0               0               0               0 
CPU:05           28541               0               0               0               0               0 
CPU:06           31930               0               0               0               0               0 
CPU:07           29676               0               0               0               0               0 
CPU:08               0               0               0               0               0               0 
CPU:09           30490               0               0               0               0               0 
CPU:10           30451               0               0               0               0               0 
CPU:11           29760               0               0               0               0               0 
CPU:12           29172               0               0               0               0               0 
CPU:13           28628               0               0               0               0               0 
CPU:14           30339               0               0               0               0               0 
CPU:15           29901               0               0               0               0               0 
CPU:16           30821               0               0               0               0               0 
CPU:17               0               0               0               0               0               0 
CPU:18           31290               0               0               0               0               0 
CPU:19           32092               0               0               0               0               0 
CPU:20           30170               0               0               0               0               0 
CPU:21           30583               0               0               0               0               0 
CPU:22           30326               0               0               0               0               0 
CPU:23           30117               0               0               0               0               0 
CPU:24           61345               0               0               0               0               0 
CPU:25           29121               0               0               0               0               0 
CPU:26           31038               0               0               0               0               0 
CPU:27           30765               0               0               0               0               0 
CPU:28           30940               0               0               0               0               0 
CPU:29           32133               0               0               0               0               0 
CPU:30           28345               0               0               0               0               0 
CPU:31           30919               0               0               0               0               0 
CPU:32           29375               0               0               0               0               0 
CPU:33           28709               0               0               0               0               0 
CPU:34           29840               0               0               0               0               0 
CPU:35           30628               0               0               0               0               0 
