Linux 5.4.0-72-generic (suricata) 	06. mai 2021 	_x86_64_	(64 CPU)

kl. 09.34 +0200  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
kl. 09.34 +0200    0    0,80    0,00    0,10    0,00    0,00    0,10    0,00    0,00    0,00   98,99
kl. 09.34 +0200    1    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200    2    0,40    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,60
kl. 09.34 +0200    3    0,90    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,10
kl. 09.34 +0200    4   99,50    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00    0,00
kl. 09.34 +0200    5    0,30    0,00    0,70    0,00    0,00    0,00    0,00    0,00    0,00   99,00
kl. 09.34 +0200    6    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200    7    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200    8    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200    9    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   11    0,90    0,00   14,79    0,00    0,00    0,00    0,00    0,00    0,00   84,32
kl. 09.34 +0200   12    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   13    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   14    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   15    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   16    0,10    0,00    0,10    0,20    0,00    0,00    0,00    0,00    0,00   99,60
kl. 09.34 +0200   17    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   18    0,30    0,00    0,70    0,60    0,00    0,00    0,00    0,00    0,00   98,40
kl. 09.34 +0200   19    0,70    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,30
kl. 09.34 +0200   20    0,30    0,00    0,00    4,21    0,00    0,00    0,00    0,00    0,00   95,49
kl. 09.34 +0200   21    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   22    0,20    0,00    0,20    0,00    0,00    0,00    0,00    0,00    0,00   99,60
kl. 09.34 +0200   23    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   24    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   25    0,20    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,70
kl. 09.34 +0200   26    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   27    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   28    0,90    0,00    0,20    0,00    0,00    0,00    0,00    0,00    0,00   98,90
kl. 09.34 +0200   29    0,10    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,80
kl. 09.34 +0200   30    0,60    0,00    0,10    1,91    0,00    0,00    0,00    0,00    0,00   97,39
kl. 09.34 +0200   31    0,70    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,20
kl. 09.34 +0200   32    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   33    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   34    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   35    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   36    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   37    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   38    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   39    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   40    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   41    0,50    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,50
kl. 09.34 +0200   42    0,90    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,10
kl. 09.34 +0200   43    0,00    0,00    0,90    0,00    0,00    0,00    0,00    0,00    0,00   99,10
kl. 09.34 +0200   44    0,10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,90
kl. 09.34 +0200   45    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   46    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   47    1,90    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,10
kl. 09.34 +0200   48    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   49    2,70    0,00    0,20    0,00    0,00    0,00    0,00    0,00    0,00   97,10
kl. 09.34 +0200   50    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   51    4,20    0,00    2,40    0,00    0,00    0,00    0,00    0,00    0,00   93,40
kl. 09.34 +0200   52    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   53    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   54    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   55    0,20    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   99,30
kl. 09.34 +0200   56    0,10    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,80
kl. 09.34 +0200   57    0,00    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,90
kl. 09.34 +0200   58    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   59    2,90    0,00    0,40    0,00    0,00    0,00    0,00    0,00    0,00   96,70
kl. 09.34 +0200   60    0,10    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,80
kl. 09.34 +0200   61    0,30    0,00    0,10    0,00    0,00    0,00    0,00    0,00    0,00   99,60
kl. 09.34 +0200   62    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
kl. 09.34 +0200   63    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

kl. 09.34 +0200 NODE    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
kl. 09.34 +0200    0    3,32    0,00    0,53    0,00    0,00    0,00    0,00    0,00    0,00   96,04

kl. 09.34 +0200  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
kl. 09.35 +0200    0    7,80    0,00    4,78    0,00    0,00    1,46    0,00    0,00    0,00   85,97
kl. 09.35 +0200    1    7,48    0,00    4,98    0,00    0,00    1,14    0,00    0,00    0,00   86,40
kl. 09.35 +0200    2    8,30    0,00    4,67    0,00    0,00    0,93    0,00    0,00    0,00   86,10
kl. 09.35 +0200    3    8,84    0,00    3,15    0,00    0,00    0,00    0,00    0,00    0,00   88,01
kl. 09.35 +0200    4   64,52    0,00    4,58    0,00    0,00    1,14    0,00    0,00    0,00   29,76
kl. 09.35 +0200    5    8,36    0,00    4,49    0,00    0,00    1,15    0,00    0,00    0,00   86,00
kl. 09.35 +0200    6    7,87    0,00    5,28    0,00    0,00    1,24    0,00    0,00    0,00   85,61
kl. 09.35 +0200    7    9,03    0,00    4,05    0,00    0,00    1,25    0,00    0,00    0,00   85,67
kl. 09.35 +0200    8    8,85    0,00    2,95    0,00    0,00    0,00    0,00    0,00    0,00   88,20
kl. 09.35 +0200    9    8,39    0,00    4,04    0,00    0,00    1,66    0,00    0,00    0,00   85,91
kl. 09.35 +0200   10    7,93    0,00    4,18    0,00    0,00    1,36    0,00    0,00    0,00   86,53
kl. 09.35 +0200   11    8,09    0,00    4,56    0,52    0,00    1,45    0,00    0,00    0,00   85,37
kl. 09.35 +0200   12    8,00    0,00    4,47    0,00    0,00    1,35    0,00    0,00    0,00   86,17
kl. 09.35 +0200   13    8,69    0,00    4,34    0,00    0,00    1,55    0,00    0,00    0,00   85,42
kl. 09.35 +0200   14    8,74    0,00    4,62    0,00    0,00    1,64    0,00    0,00    0,00   84,99
kl. 09.35 +0200   15    7,41    0,00    4,70    0,00    0,00    0,94    0,00    0,00    0,00   86,95
kl. 09.35 +0200   16    8,18    0,00    5,07    0,00    0,00    1,45    0,00    0,00    0,00   85,30
kl. 09.35 +0200   17    8,55    0,00    3,16    0,00    0,00    0,00    0,00    0,00    0,00   88,29
kl. 09.35 +0200   18    8,44    0,00    5,25    0,00    0,00    1,65    0,00    0,00    0,00   84,65
kl. 09.35 +0200   19    8,78    0,00    4,24    0,00    0,00    1,55    0,00    0,00    0,00   85,43
kl. 09.35 +0200   20    8,16    0,00    4,55    0,00    0,00    1,76    0,00    0,00    0,00   85,54
kl. 09.35 +0200   21    8,12    0,00    4,58    0,00    0,00    0,94    0,00    0,00    0,00   86,37
kl. 09.35 +0200   22    8,28    0,00    4,45    0,00    0,00    1,24    0,00    0,00    0,00   86,02
kl. 09.35 +0200   23    8,92    0,00    4,77    0,00    0,00    1,04    0,00    0,00    0,00   85,27
kl. 09.35 +0200   24    8,17    0,00    6,07    0,00    0,00    2,62    0,00    0,00    0,00   83,14
kl. 09.35 +0200   25    8,36    0,00    4,75    0,00    0,00    1,55    0,00    0,00    0,00   85,35
kl. 09.35 +0200   26    7,49    0,00    7,70    0,00    0,00    2,81    0,00    0,00    0,00   82,00
kl. 09.35 +0200   27    8,57    0,00    5,17    0,00    0,00    1,03    0,00    0,00    0,00   85,23
kl. 09.35 +0200   28    8,23    0,00    4,38    0,00    0,00    1,35    0,00    0,00    0,00   86,04
kl. 09.35 +0200   29    8,58    0,00    4,60    0,00    0,00    0,94    0,00    0,00    0,00   85,88
kl. 09.35 +0200   30    9,05    0,00    4,79    0,00    0,00    1,14    0,00    0,00    0,00   85,02
kl. 09.35 +0200   31    8,75    0,00    4,58    0,00    0,00    1,15    0,00    0,00    0,00   85,52
kl. 09.35 +0200   32    9,08    0,00    3,57    0,00    0,00    0,00    0,00    0,00    0,00   87,35
kl. 09.35 +0200   33    7,37    0,00    5,40    0,00    0,00    1,25    0,00    0,00    0,00   85,98
kl. 09.35 +0200   34    7,90    0,00    4,78    0,00    0,00    1,25    0,00    0,00    0,00   86,07
kl. 09.35 +0200   35    7,88    0,00    4,77    0,00    0,00    1,45    0,00    0,00    0,00   85,89
kl. 09.35 +0200   36    7,75    0,00    5,27    0,00    0,00    1,03    0,00    0,00    0,00   85,95
kl. 09.35 +0200   37    9,14    0,00    2,64    0,00    0,00    0,00    0,00    0,00    0,00   88,22
kl. 09.35 +0200   38    7,98    0,00    4,77    0,00    0,00    1,04    0,00    0,00    0,00   86,22
kl. 09.35 +0200   39    6,77    0,00    4,90    0,00    0,00    1,67    0,00    0,00    0,00   86,67
kl. 09.35 +0200   40    7,60    0,00    4,47    0,00    0,00    1,46    0,00    0,00    0,00   86,47
kl. 09.35 +0200   41    7,97    0,00    6,63    0,00    0,00    2,90    0,00    0,00    0,00   82,51
kl. 09.35 +0200   42    8,18    0,00    5,49    0,00    0,00    1,45    0,00    0,00    0,00   84,89
kl. 09.35 +0200   43    7,95    0,00    6,69    0,00    0,00    1,36    0,00    0,00    0,00   84,00
kl. 09.35 +0200   44    8,00    0,00    4,68    0,00    0,00    1,04    0,00    0,00    0,00   86,28
kl. 09.35 +0200   45    8,31    0,00    4,26    0,00    0,00    1,66    0,00    0,00    0,00   85,77
kl. 09.35 +0200   46    8,50    0,00    2,87    0,00    0,00    0,00    0,00    0,00    0,00   88,64
kl. 09.35 +0200   47    8,23    0,00    4,38    0,00    0,00    1,15    0,00    0,00    0,00   86,25
kl. 09.35 +0200   48    9,31    0,00    5,58    0,00    0,00    1,34    0,00    0,00    0,00   83,76
kl. 09.35 +0200   49    8,13    0,00    4,69    0,00    0,00    1,46    0,00    0,00    0,00   85,71
kl. 09.35 +0200   50    7,93    0,00    7,72    0,00    0,00    2,71    0,00    0,00    0,00   81,63
kl. 09.35 +0200   51    8,71    0,00    4,98    0,00    0,00    1,14    0,00    0,00    0,00   85,17
kl. 09.35 +0200   52    8,27    0,00    6,00    3,31    0,00    1,65    0,00    0,00    0,00   80,77
kl. 09.35 +0200   53    7,28    0,00    5,80    0,00    0,00    3,38    0,00    0,00    0,00   83,54
kl. 09.35 +0200   54    7,30    0,00    4,69    0,00    0,00    2,09    0,00    0,00    0,00   85,92
kl. 09.35 +0200   55    8,40    0,00    5,08    0,00    0,00    1,24    0,00    0,00    0,00   85,27
kl. 09.35 +0200   56    8,02    0,00    4,38    0,00    0,00    1,35    0,00    0,00    0,00   86,25
kl. 09.35 +0200   57    8,47    0,00    3,56    0,00    0,00    1,26    0,00    0,00    0,00   86,72
kl. 09.35 +0200   58    8,35    0,00    4,07    0,00    0,00    1,46    0,00    0,00    0,00   86,12
kl. 09.35 +0200   59    9,04    0,00    3,95    0,00    0,00    1,04    0,00    0,00    0,00   85,97
kl. 09.35 +0200   60    8,20    0,00    5,89    0,00    0,00    2,73    0,00    0,00    0,00   83,18
kl. 09.35 +0200   61    7,97    0,00    5,07    0,00    0,00    1,35    0,00    0,00    0,00   85,61
kl. 09.35 +0200   62    8,57    0,00    4,64    0,00    0,00    1,24    0,00    0,00    0,00   85,55
kl. 09.35 +0200   63    8,50    0,00    4,87    0,00    0,00    1,14    0,00    0,00    0,00   85,49

kl. 09.34 +0200 NODE    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
kl. 09.35 +0200    0    9,56    0,00    4,38    0,02    0,00    1,11    0,00    0,00    0,00   81,52

kl. 09.35 +0200  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
kl. 09.35 +0200    0   46,28    0,00   15,43    0,00    0,00    7,34    0,00    0,00    0,00   30,96
kl. 09.35 +0200    1   43,01    0,00   17,79    0,00    0,00    7,86    0,00    0,00    0,00   31,33
kl. 09.35 +0200    2   44,73    0,00   17,20    0,00    0,00    7,53    0,00    0,00    0,00   30,54
kl. 09.35 +0200    3   46,38    0,00   14,50    0,00    0,00    0,00    0,00    0,00    0,00   39,13
kl. 09.35 +0200    4   45,54    0,00   16,24    0,00    0,00    7,43    0,00    0,00    0,00   30,79
kl. 09.35 +0200    5   44,61    0,00   16,33    0,00    0,00    7,90    0,00    0,00    0,00   31,16
kl. 09.35 +0200    6   44,30    0,00   15,46    0,00    0,00    8,99    0,00    0,00    0,00   31,25
kl. 09.35 +0200    7   44,21    0,00   17,69    0,00    0,00    7,10    0,00    0,00    0,00   31,00
kl. 09.35 +0200    8   46,65    0,00   13,95    0,00    0,00    0,00    0,00    0,00    0,00   39,40
kl. 09.35 +0200    9   45,44    0,00   15,73    0,00    0,00    6,40    0,00    0,00    0,00   32,43
kl. 09.35 +0200   10   45,04    0,00   16,03    0,00    0,00    7,63    0,00    0,00    0,00   31,30
kl. 09.35 +0200   11   44,12    0,00   16,30    0,00    0,00    7,43    0,00    0,00    0,00   32,15
kl. 09.35 +0200   12   44,68    0,00   15,90    0,00    0,00    7,95    0,00    0,00    0,00   31,47
kl. 09.35 +0200   13   43,69    0,00   17,37    0,00    0,00    8,09    0,00    0,00    0,00   30,85
kl. 09.35 +0200   14   45,45    0,00   16,23    0,00    0,00    7,14    0,00    0,00    0,00   31,17
